부산광역시,동래구,안락중학교,공립,47905,부산광역시 동래구 온천천로 513(안락동),051-790-0700,051-790-0780,https://school.busanedu.net/anrak-m,35.19163583,129.109263,2022-07-01
부산광역시,동래구,여명중학교,공립,47845,부산광역시 동래구 여고로52번길 9(사직동) ,051-500-8700,051-500-8770,https://school.busanedu.net/yomng-m,35.195845,129.0702831,2022-07-01
부산광역시,동래구,온천중학교,공립,47869,부산광역시 동래구 쇠미로129번길 28(온천동),051-500-1700,051-500-1750,https://school.busanedu.net/onchun-m,35.20457367,129.0596793,2022-07-01
부산광역시,동래구,유락여자중학교,공립,47707,부산광역시 동래구 금강로 51(온천동),051-950-8400,051-950-8479,https://school.busanedu.net/yurak-m,35.21494709,129.0761797,2022-07-01
부산광역시,동래구,충렬중학교,공립,47776,부산광역시 동래구 명장로64번길 45(명장동),051-520-3300,051-523-8565,https://school.busanedu.net/choongryul-m,35.20295603,129.1084068,2022-07-01
부산광역시,동래구,학산여자중학교,사립,47750,부산광역시 동래구 충렬사로51번길 61(명장동),051-790-8900,051-790-8966,https://school.busanedu.net/h-s-m,35.20475321,129.0961642,2022-07-01
부산광역시,동래구,혜화여자중학교,사립,47769,부산광역시 동래구 명장로67번길 14-22(명장동),051-527-4433,051-529-2983,https://school.busanedu.net/hyehwa-m,35.20463685,129.1108896,2022-07-01
부산광역시,동래구,금정고등학교,공립,47767,부산광역시 동래구 명장로63번길 60-14(명장동),051-795-7105,051-521-3113,https://school.busanedu.net/keumjeong-h,35.20770948,129.1070767,2022-07-01
부산광역시,동래구,동래고등학교,공립,47812,부산광역시 동래구 충렬대로285번길 22(칠산동),051-555-0151,051-555-3865,https://school.busanedu.net/dongnae-h,35.20089953,129.0927081,2022-07-01
부산광역시,동래구,동인고등학교,사립,47873,부산광역시 동래구 쇠미로31번길 34(사직동),051-501-4940,051-501-0712,https://school.busanedu.net/dongin-h,35.19851997,129.0510022,2022-07-01
부산광역시,동래구,사직고등학교,공립,47871,부산광역시 동래구 쇠미로 119번길 51(사직동),051-590-0303,051-590-0304,https://school.busanedu.net/sajik-h,35.20362355,129.055977,2022-07-01
부산광역시,동래구,용인고등학교,사립,47757,부산광역시 동래구 시실로107번길 37(명장동),051-525-0029,051-531-5528,https://school.busanedu.net/psyongin-h,35.2145081,129.0949556,2022-07-01
부산광역시,동래구,충렬고등학교,공립,47776,부산광역시 동래구 명장로 106번길 26(명장동),051-510-0400,051-531-4708,https://school.busanedu.net/pscr-h,35.20285523,129.1095695,2022-07-01
부산광역시,동래구,대명여자고등학교,사립,47758,부산광역시 동래구 시실로 135(명장동),051-526-3451,051-527-2150,https://school.busanedu.net/daemyung-h,35.21209907,129.0962082,2022-07-01
부산광역시,동래구,사직여자고등학교,사립,47873,부산광역시 동래구 쇠미로 27번길 21(사직동),051-792-3800,051-792-3808,https://school.busanedu.net/sajik-g-h,35.19683947,129.0514527,2022-07-01
부산광역시,동래구,중앙여자고등학교,공립,47735,부산광역시 동래구 온천천로 131(명륜동),051-555-0370,051-554-0539,https://school.busanedu.net/busan-jag-h,35.20814757,129.0795603,2022-07-01
부산광역시,동래구,학산여자고등학교,사립,47750,부산광역시 동래구 충렬사로 51번길 62(명장동),051-525-1114,051-524-2679,https://school.busanedu.net/hsgh-h,35.20646035,129.0967693,2022-07-01
부산광역시,동래구,혜화여자고등학교,사립,47769,부산광역시 동래구 명장로 99번길 23(명장동),051-528-1740,051-528-5456,https://school.busanedu.net/hye-hwa-h,35.20315242,129.1115613,2022-07-01
부산광역시,동래구,동래원예고등학교,공립,47707,부산광역시 동래구 금강로 43(온천동),051-550-3700,051-553-4630　,https://school.busanedu.net/wonyea-h,35.21465573,129.0754949,2022-07-01
부산광역시,동래구,부산전자공업고등학교,공립,47707,부산광역시 동래구 금강로59번길 51(온천동),051-606-0200,051-553-8224,https://school.busanedu.net/kumgang-h,35.21560581,129.0730581,2022-07-01
부산광역시,동래구,부산맹학교,공립,47750,부산광역시 동래구 충렬사로67번길 56(명장동),051-524-1046,051-529-3392,https://school.busanedu.net/busanmaeng-s,35.20686333,129.0970602,2022-07-01
